step,time_s,env_id,cmd_vx,cmd_vy,cmd_wz,actual_vx,actual_vy,actual_wz,error_xy,error_yaw,speed_xy,root_x,root_y,root_z,terminated,truncated,term_time_out,term_base_contact
1,0.020000,0,0.5,0.0,0.0,0.004298727493733168,0.0031394148245453835,0.0931544229388237,0.49571121380272687,0.0931544229388237,0.005323061478693701,-0.4361282289028168,-12.209758758544922,0.4983384311199188,0,0,0,0
1,0.020000,1,0.5,0.0,0.0,0.007692268583923578,0.0037442906759679317,0.29790693521499634,0.49232196997971744,0.29790693521499634,0.008555156844462761,0.20423607528209686,-11.520310401916504,0.49834203720092773,0,0,0,0
1,0.020000,2,0.5,0.0,0.0,0.0008141943835653365,0.0010418547317385674,0.0259532667696476,0.49918689284696866,0.0259532667696476,0.0013222608578776656,0.2923540472984314,-12.497875213623047,0.49861958622932434,0,0,0,0
1,0.020000,3,0.5,0.0,0.0,0.014862705953419209,-0.0006899228319525719,0.20699165761470795,0.4851377846224232,0.20699165761470795,0.01487871035311368,0.2876436710357666,-12.114105224609375,0.4985297620296478,0,0,0,0
1,0.020000,4,0.5,0.0,0.0,0.002538016065955162,0.0037594425957649946,0.15266861021518707,0.49747618924751236,0.15266861021518707,0.0045359601168769945,-0.3296813666820526,-11.815820693969727,0.49817854166030884,0,0,0,0
1,0.020000,5,0.5,0.0,0.0,-0.01171212736517191,0.004595785401761532,0.12004349380731583,0.5117327647669718,0.12004349380731583,0.012581540878487544,0.03418605402112007,-12.099678039550781,0.4983273446559906,0,0,0,0
1,0.020000,6,0.5,0.0,0.0,0.01578369550406933,0.002682772930711508,0.02537520043551922,0.48422373631441656,0.02537520043551922,0.016010069155470152,-0.2882552444934845,-12.467516899108887,0.49811723828315735,0,0,0,0
1,0.020000,7,0.5,0.0,0.0,0.0003300979733467102,0.0045948512852191925,0.0033727348782122135,0.4996910281860768,0.0033727348782122135,0.004606693283179169,0.09744107723236084,-11.518102645874023,0.4979792535305023,0,0,0,0
1,0.020000,8,0.5,0.0,0.0,-0.009175094775855541,0.0016710786148905754,-0.08799169957637787,0.5091778369526099,0.08799169957637787,0.00932603173290099,0.24902229011058807,-3.9814369678497314,0.4982184171676636,0,0,0,0
1,0.020000,9,0.5,0.0,0.0,-0.022289492189884186,0.0010930020362138748,0.04296211898326874,0.5222906358584445,0.04296211898326874,0.022316274678675106,-0.03930174559354782,-4.326958656311035,0.4982966184616089,0,0,0,0
1,0.020000,10,0.5,0.0,0.0,0.008880948647856712,0.003934571985155344,0.14411067962646484,0.4911348118976454,0.14411067962646484,0.00971350120153579,-0.4942479729652405,-3.705991268157959,0.49794989824295044,0,0,0,0
1,0.020000,11,0.5,0.0,0.0,0.0049024298787117004,0.0021682637743651867,0.019246911630034447,0.49510231801901233,0.019246911630034447,0.005360521104417889,0.29144996404647827,-3.640079975128174,0.49816179275512695,0,0,0,0
1,0.020000,12,0.5,0.0,0.0,0.009882993996143341,-0.0003487119101919234,0.033820707350969315,0.4901171300558477,0.033820707350969315,0.009889144064281551,0.2772979736328125,-3.9594714641571045,0.4981987476348877,0,0,0,0
1,0.020000,13,0.5,0.0,0.0,0.00900449138134718,0.0034137824550271034,-0.026851849630475044,0.49100737610991124,0.026851849630475044,0.009629889702743564,-0.19205796718597412,-4.444300174713135,0.49787458777427673,0,0,0,0
1,0.020000,14,0.5,0.0,0.0,0.0020730849355459213,0.002188771963119507,0.09626315534114838,0.49793172570977096,0.09626315534114838,0.0030146979710288487,0.3156900107860565,-3.520353078842163,0.4982311725616455,0,0,0,0
