published_at_utc	experiment_id	release_id	status	engine_file	engine_sha256	spec_file	spec_sha256	note
2026-09-15T00:00:00+00:00	G-A031	20260915_a017_feet_air_time_001_candidate_suite_v1	ARTIFACT_VERIFIED	GO2_G_A031_feet_air_time_001.zip	d888d497140c0d404c610d27bcdd3d5159fea81c7c785845bbe0f0cb9ebb7bce	G_A031_a017_feet_air_time_001.json	1a21caa6d831930a5b608ccfc83b833957fd849b6e24f889839228dcd11c9f1a	A017 + feet_air_time 0.2->0.01, 1,000 iter training + 69-case candidate suite (candidate suite runner v1, basic-motion dose pair with G-A032). exploratory.
2026-09-15T00:00:00+00:00	G-A031	20260915_a017_feet_air_time_001_candidate_staged_v2	ARTIFACT_VERIFIED	GO2_G_A031_feet_air_time_001_staged.zip	5f86fe9143834dbf5b13859545275c7e5374d3c659f3e77a6dfd8c2f3a8771b5	G_A031_a017_feet_air_time_001.json	1e293d32ea5424f2fb758e2b938eaee53f731c2f3c7dc9bb6b854deaadb07cec	A017 + feet_air_time 0.2->0.01, staged: target stage (training + 9 target cases + 5 videos) then full stage; dose pair with G-A032. Supersedes 20260915_a017_feet_air_time_001_candidate_suite_v1 (published 2026-09-15, not run). exploratory.
