step,time_s,env_id,cmd_vx,cmd_vy,cmd_wz,actual_vx,actual_vy,actual_wz,error_xy,error_yaw,speed_xy,root_x,root_y,root_z,terminated,truncated,term_time_out,term_base_contact
1,0.020000,0,0.5,0.0,0.0,-0.0017057820223271847,0.003341665491461754,0.10991030186414719,0.5017169106606749,0.10991030186414719,0.003751855616161281,-0.43610280752182007,-12.209817886352539,0.4983804225921631,0,0,0,0
1,0.020000,1,0.5,0.0,0.0,0.00672852573916316,0.002937773708254099,0.2267926186323166,0.49328022242313785,0.2267926186323166,0.0073419052693078374,0.2042551189661026,-11.520315170288086,0.49832722544670105,0,0,0,0
1,0.020000,2,0.5,0.0,0.0,0.003131780307739973,0.003925655968487263,0.04571095108985901,0.49688372735977065,0.04571095108985901,0.005021834592941862,0.2923659384250641,-12.497941970825195,0.49856114387512207,0,0,0,0
1,0.020000,3,0.5,0.0,0.0,0.007777854334563017,0.0035891085863113403,0.21289074420928955,0.49223523074230574,0.21289074420928955,0.008566021158858675,0.2875216603279114,-12.11400318145752,0.49846726655960083,0,0,0,0
1,0.020000,4,0.5,0.0,0.0,-0.004125852603465319,0.0031146258115768433,0.13206686079502106,0.5041354740118146,0.13206686079502106,0.005169482919176952,-0.32970547676086426,-11.815738677978516,0.4982268512248993,0,0,0,0
1,0.020000,5,0.5,0.0,0.0,-0.011739814653992653,0.004423229023814201,0.061938002705574036,0.5117589304126503,0.061938002705574036,0.012545445512504248,0.03418942168354988,-12.099666595458984,0.49846217036247253,0,0,0,0
1,0.020000,6,0.5,0.0,0.0,-0.0015954570844769478,0.0032439189963042736,0.03923084959387779,0.501605946514034,0.03923084959387779,0.0036150371731133567,-0.2884414494037628,-12.467668533325195,0.4980565011501312,0,0,0,0
1,0.020000,7,0.5,0.0,0.0,-0.0013430016115307808,0.007383778691291809,0.04467059299349785,0.5013973728018739,0.04467059299349785,0.00750492112487195,0.09750215709209442,-11.518089294433594,0.4981093406677246,0,0,0,0
1,0.020000,8,0.5,0.0,0.0,-0.007081702817231417,0.002415930386632681,-0.020744776353240013,0.5070874579908835,0.020744776353240013,0.00748246178905302,0.24897867441177368,-3.981447696685791,0.4982268810272217,0,0,0,0
1,0.020000,9,0.5,0.0,0.0,-0.011365626938641071,0.003782285377383232,0.01789531111717224,0.5113796144715053,0.01789531111717224,0.01197844557462823,-0.039363108575344086,-4.326787948608398,0.4982464909553528,0,0,0,0
1,0.020000,10,0.5,0.0,0.0,0.001359428744763136,0.003956892061978579,0.13452568650245667,0.4986562706880754,0.13452568650245667,0.004183902640147995,-0.49432703852653503,-3.706023693084717,0.4980502724647522,0,0,0,0
1,0.020000,11,0.5,0.0,0.0,0.0032623889856040478,0.005040911957621574,0.049362871795892715,0.4967631880379763,0.049362871795892715,0.006004496253465629,0.29137200117111206,-3.640085220336914,0.4981939196586609,0,0,0,0
1,0.020000,12,0.5,0.0,0.0,0.004846549592912197,0.0011182731250301003,0.07004143297672272,0.49515471318046295,0.07004143297672272,0.004973889598565892,0.2772512435913086,-3.9594099521636963,0.4981805384159088,0,0,0,0
1,0.020000,13,0.5,0.0,0.0,0.008620006963610649,0.004532420076429844,0.03643602877855301,0.4914008957950639,0.03643602877855301,0.009738960509311063,-0.19203691184520721,-4.444289207458496,0.4981400668621063,0,0,0,0
1,0.020000,14,0.5,0.0,0.0,0.007658551447093487,0.0027812146581709385,0.15027394890785217,0.4923493039683809,0.15027394890785217,0.008147917847070049,0.3156507909297943,-3.520310163497925,0.4983323812484741,0,0,0,0
1,0.020000,15,0.5,0.0,0.0,0.00326072471216321,0.00626711267977953,-0.11232076585292816,0.49677880823846177,0.11232076585292816,0.007064632119903004,0.35116058588027954,-4.245451927185059,0.49830934405326843,0,0,0,0
1,0.020000,16,0.5,0.0,0.0,0.014949622564017773,0.004431694746017456,0.04633508622646332,0.48507062224908104,0.04633508622646332,0.015592662797882472,0.28631219267845154,4.05539083480835,0.4977305829524994,0,0,0,0
1,0.020000,17,0.5,0.0,0.0,0.0002365069231018424,0.0013882407220080495,0.15068423748016357,0.4997654211975105,0.15068423748016357,0.0014082428153257276,-0.022962598130106926,3.788053274154663,0.49839654564857483,0,0,0,0
1,0.020000,18,0.5,0.0,0.0,0.0025799956638365984,0.003870722372084856,0.07570746541023254,0.4974350643103787,0.07570746541023254,0.004651759807553896,-0.253778338432312,3.7729437351226807,0.49835512042045593,0,0,0,0
1,0.020000,19,0.5,0.0,0.0,-0.0014126482419669628,0.007104077376425266,-0.06714408099651337,0.5014629714469382,0.06714408099651337,0.007243168534955517,0.06486012041568756,4.0923171043396,0.4982995092868805,0,0,0,0
1,0.020000,20,0.5,0.0,0.0,-0.006409113761037588,0.007940525189042091,0.024314621463418007,0.5064713638899215,0.024314621463418007,0.010204346107406066,-0.46231377124786377,3.8630621433258057,0.49875059723854065,0,0,0,0
1,0.020000,21,0.5,0.0,0.0,0.003253911156207323,0.004130614455789328,-0.024910595268011093,0.49676326228636064,0.024910595268011093,0.005258318514018169,-0.07055368274450302,4.258316516876221,0.4983280897140503,0,0,0,0
1,0.020000,22,0.5,0.0,0.0,0.00023094141215551645,0.001672220416367054,0.13745476305484772,0.4997718561933047,0.13745476305484772,0.0016880921351523405,-0.07190032303333282,3.8339433670043945,0.49863508343696594,0,0,0,0
1,0.020000,23,0.5,0.0,0.0,-0.0033109067007899284,0.003870150772854686,0.07738742977380753,0.5033257860183361,0.07738742977380753,0.005093149338666929,0.3587169051170349,4.337994575500488,0.4980335235595703,0,0,0,0
1,0.020000,24,0.5,0.0,0.0,0.004240342415869236,0.001293189823627472,0.12402182072401047,0.49576134422507623,0.12402182072401047,0.004433152797248635,0.24296434223651886,11.568195343017578,0.49834778904914856,0,0,0,0
