step,time_s,env_id,cmd_vx,cmd_vy,cmd_wz,actual_vx,actual_vy,actual_wz,error_xy,error_yaw,speed_xy,root_x,root_y,root_z,terminated,truncated,term_time_out,term_base_contact
1,0.020000,0,0.5,0.15000000596046448,0.5,0.0004355781711637974,0.003924734424799681,0.2857871651649475,0.520483041521429,0.2142128348350525,0.003948831301588114,7.280781269073486,-4.674740314483643,0.3979351222515106,0,0,0,0
1,0.020000,1,0.5,0.15000000596046448,0.5,0.007325971499085426,0.008128165267407894,0.2803361415863037,0.5126941754505857,0.2196638584136963,0.010942437069488132,7.17052698135376,-2.3695685863494873,0.39836737513542175,0,0,0,0
1,0.020000,2,0.5,0.15000000596046448,0.5,-0.01063518039882183,0.008913622237741947,0.4045974314212799,0.529767548206657,0.09540256857872009,0.013876589044597805,7.80588960647583,-0.037035226821899414,0.3987983763217926,0,0,0,0
1,0.020000,3,0.5,0.15000000596046448,0.5,-0.004979765973985195,0.007255335338413715,0.2811989188194275,0.5247671912706993,0.2188010811805725,0.008799884091764822,7.7402873039245605,2.175191879272461,0.39813247323036194,0,0,0,0
1,0.020000,4,0.5,0.15000000596046448,0.5,-0.004946578294038773,0.00789704080671072,0.30213266611099243,0.5245610542504531,0.19786733388900757,0.009318363070942763,7.974861145019531,4.956110000610352,0.3981497287750244,0,0,0,0
1,0.020000,5,0.5,0.15000000596046448,0.5,-0.006476853042840958,0.005736499093472958,0.3888087272644043,0.5266220296206208,0.1111912727355957,0.008651996716826368,4.781745910644531,-5.43413782119751,0.3982241451740265,0,0,0,0
1,0.020000,6,0.5,0.15000000596046448,0.5,-0.007296360097825527,0.005559904035180807,0.3521255850791931,0.5274585671052173,0.14787441492080688,0.009173298401205553,5.185666561126709,-2.070483922958374,0.39817166328430176,0,0,0,0
1,0.020000,7,0.5,0.15000000596046448,0.5,0.0002936564851552248,0.013023417443037033,0.33320632576942444,0.5181399574930008,0.16679367423057556,0.013026727755920708,5.384075164794922,-0.18055963516235352,0.39843255281448364,0,0,0,0
1,0.020000,8,0.5,0.15000000596046448,0.5,0.0009327591396868229,0.007605397142469883,0.26512032747268677,0.518983945339695,0.23487967252731323,0.007662382482450113,5.391259670257568,2.4565486907958984,0.39830338954925537,0,0,0,0
1,0.020000,9,0.5,0.15000000596046448,0.5,-0.003345106728374958,0.008168604224920273,0.3129367232322693,0.52294592740136,0.1870632767677307,0.008826994619212405,4.508103370666504,5.263874530792236,0.3984011113643646,0,0,0,0
1,0.020000,10,0.5,0.15000000596046448,0.5,-0.01540433056652546,0.011510008946061134,0.356187641620636,0.5336863341324918,0.143812358379364,0.019229500933232717,2.5382609367370605,-5.382283687591553,0.3988451659679413,0,0,0,0
1,0.020000,11,0.5,0.15000000596046448,0.5,-0.0051938621327281,0.006792125292122364,0.3423917889595032,0.5250993576668134,0.15760821104049683,0.008550390040090288,2.9766342639923096,-2.8941452503204346,0.3984561264514923,0,0,0,0
1,0.020000,12,0.5,0.15000000596046448,0.5,-0.0024163611233234406,0.007310591638088226,0.2518467605113983,0.5222858114902841,0.24815323948860168,0.007699581233885023,2.735504627227783,0.09426318109035492,0.39812469482421875,0,0,0,0
1,0.020000,13,0.5,0.15000000596046448,0.5,-0.0009110169485211372,0.01020648330450058,0.33073893189430237,0.5200519934361997,0.16926106810569763,0.010247060716397744,2.636131763458252,2.492142677307129,0.3982656002044678,0,0,0,0
1,0.020000,14,0.5,0.15000000596046448,0.5,-0.005817502271384001,0.007927111349999905,0.2877286970615387,0.5253913331860907,0.2122713029384613,0.009832722259519757,2.918477773666382,5.411686897277832,0.39837318658828735,0,0,0,0
