arm,seed,case,env_id,fall_by_height_channel,fall_by_tilt_channel,fall_by_either,max_continuous_low_height_s,max_continuous_tilted_s,terrain_z_min,terrain_z_max,terrain_z_span_m
A038,202,stairs_10_down,25,1,0,1,11.6,0.0,-0.7000008445372556,-0.5390373678768382,0.16096347666041744
A038,202,stairs_10_down,26,1,0,1,1.64,0.0,-0.699466817519244,-0.5299467606977983,0.16952005682144566
A038,202,stairs_10_down,27,1,0,1,15.36,0.0,-0.7000016911144562,-0.5850272969128614,0.11497439420159483
A038,202,stairs_10_down,28,1,0,1,3.58,0.0,-0.7000016911144562,-0.6085563190480604,0.0914453720663958
A038,202,stairs_10_down,29,1,0,1,3.36,0.0,-0.700001517719126,-0.6064172836548505,0.09358423406427552
A038,202,stairs_10_down,30,1,0,1,11.0,0.0,-0.7000016707150056,-0.6080222002325211,0.09197947048248456
A038,202,stairs_10_down,31,1,0,1,12.88,0.0,-0.6978626557212463,-0.5406418662657713,0.15722078945547502
A038,303,stairs_10_down,0,1,1,1,6.66,0.52,-0.7000016503155551,-0.5288771665032534,0.1711244838123016
A038,303,stairs_10_down,1,1,0,1,13.28,0.0,-0.7000016707150056,-0.5197864267277845,0.1802152439872211
A038,303,stairs_10_down,2,1,0,1,6.34,0.0,-0.7000015891172031,-0.5256687205105541,0.17433286860664898
A038,303,stairs_10_down,3,1,1,1,10.7,1.62,-0.7000016911144562,-0.5299465669030174,0.17005512421143876
A038,303,stairs_10_down,4,1,1,1,12.72,4.52,-0.6973270579455371,-0.529411887102586,0.16791517084295104
A038,303,stairs_10_down,5,1,0,1,13.58,0.0,-0.7000008853361568,-0.5203210045309627,0.17967988080519404
A038,303,stairs_10_down,6,1,0,1,14.7,0.0,-0.7000016707150056,-0.5786099255403733,0.12139174517463236
A038,303,stairs_10_down,7,1,0,1,13.14,0.0,-0.7000016095166538,-0.5438507202474828,0.15615088926917098
A038,303,stairs_10_down,8,1,1,1,14.9,11.06,-0.6994653181596235,-0.5973260950914678,0.1021392230681557
A038,303,stairs_10_down,9,1,0,1,12.96,0.0,-0.7000012729257186,-0.596256929285386,0.10374434364033258
A038,303,stairs_10_down,10,1,0,1,14.62,0.0,-0.6978615235517369,-0.5433155610599619,0.154545962491775
A038,303,stairs_10_down,11,1,0,1,13.52,0.0,-0.7000003345509901,-0.5294119687003885,0.17058836585060155
A038,303,stairs_10_down,12,1,0,1,13.16,0.0,-0.7000012423265427,-0.52994632210961,0.1700549202169327
