arm,seed,case,n_envs,envs_terminated,envs_base_contact,envs_upright_frac_ge_0p9,envs_hr_last200_below_gate,envs_tilted_last200_pgz_gt_m0p5,envs_climbed_ge_0p05m,mean_upright_frac,mean_height_rel,mean_height_rel_last200,mean_proj_grav_z,mean_proj_grav_z_last200,mean_speed_xy,mean_speed_xy_last200,mean_net_dxy_m,mean_terrain_z_climb_m,mean_first_below_gate_step
A033,101,rough_lateral,32,19,19,29,1,2,0,0.9561875,0.3481342981508684,0.3371257134357424,-0.9229123660009354,-0.8898107904421898,0.1995558523603209,0.2023665800721807,1.0616987919621916,-0.0008741556641889761,403.85714285714283
A033,202,rough_lateral,32,20,20,29,0,0,0,0.96303125,0.3458357035281102,0.3446647585344621,-0.9300267554745079,-0.9466129816623766,0.19520810897684973,0.18172794236131595,0.8937400019470029,-0.0005731040781194513,394.2
A033,303,rough_lateral,32,19,19,31,0,0,0,0.97140625,0.35407175962113957,0.349651430349533,-0.9421325164865703,-0.9442966401817935,0.1899747123870208,0.18655070130301374,0.9086960018300045,2.266028348137301e-05,407.2631578947368
A038,101,rough_lateral,32,2,2,31,1,1,0,0.98209375,0.32439435303616626,0.3103909763908524,-0.9694952511750161,-0.9408442579228338,0.1619512385759299,0.1281107079752406,0.5910940765470686,0.0001231294902250728,525.75
A038,202,rough_lateral,32,8,8,32,0,0,0,0.9920625,0.32253666611072584,0.3093423644930958,-0.9844109174199402,-0.9855156360814968,0.15924949292077267,0.1315674611565624,0.9611640676860552,-0.0006533622104216393,388.4166666666667
A038,303,rough_lateral,32,6,6,31,1,1,0,0.9669375,0.3225254051216584,0.3139673958476242,-0.9467049805633724,-0.9387429665440499,0.148592087577952,0.12946606350190307,0.611985618303645,5.220346909793369e-05,343.375
