arm,seed,case,env_id,rows,upright_frac,height_rel_mean,height_rel_min,height_rel_mean_last200,proj_grav_z_mean,proj_grav_z_min,proj_grav_z_mean_last200,speed_xy_mean,speed_xy_mean_last200,first_height_rel_below_0p18_step,terminated_any,term_base_contact_any,net_dx_m,net_dy_m,net_dxy_m,terrain_z_first,terrain_z_last,terrain_z_climb_m,root_z_first,root_z_last
A033,202,stairs_10_down,8,1000,0.923,0.2591111726850974,0.1562539841083282,0.26540968860957825,-0.9757413937449455,-1.0,-0.9565897254801509,0.23273529089666434,0.06380248872801299,183,0,0,0.06150147318840027,0.1125020980834961,0.1282152614844742,-0.7000007323402772,-0.7000005385454964,1.9379478077841128e-07,-0.30091026425361633,-0.29999998211860657
A033,202,stairs_10_down,9,1000,1.0,0.26950877274903495,0.1808573367761418,0.2868005032800165,-0.9795579243302345,-1.0,-0.9753731391323146,0.15841016334102265,0.0399742803104272,,0,0,-0.10771989822387695,0.6790096759796143,0.6875010665790295,-0.7000003447507155,-0.6962571373597823,0.0037432073909331454,-0.3005678355693817,-0.29999998211860657
A033,202,stairs_10_down,10,1000,0.977,0.30524234547370444,0.15762597896198538,0.3114228412583496,-0.9882336648106576,-1.0,-0.9868728017332542,0.1759888716406245,0.05472665436317366,220,0,0,0.31701064854860306,0.29059791564941406,0.4300498806801252,-0.7000004365482432,-0.6962570863611558,0.0037433501870873798,-0.3006233870983124,-0.29999998211860657
A033,202,stairs_10_down,11,1000,0.866,0.240878705195166,0.13588114505145643,0.2215276175336496,-0.9749854791760445,-1.0,-0.9713948487642392,0.21492155280999709,0.10737125963120515,207,0,0,0.898024708032608,-0.284804105758667,0.942104959595291,-0.6967920313544452,-0.697861360356132,-0.0010693290016867696,-0.3006226122379303,-0.29999998211860657
A033,202,stairs_10_down,12,1000,0.33,0.1780443110497879,0.11014495670476698,0.11542460166735938,-0.9466313723325729,-1.0,-0.9200340165427668,0.16126431027733854,0.016441996352018602,254,0,0,-0.1667841672897339,0.4584944248199463,0.4878873804983106,-0.6967917151629606,-0.7000003651501661,-0.003208649987205492,-0.3008672297000885,-0.29999998211860657
A033,202,stairs_10_down,13,1000,0.411,0.19506922223207782,0.1120510150723279,0.11741596134464989,-0.9362131583690644,-1.0,-0.8989271245785614,0.1477081826863199,0.019903234357833748,205,0,0,-0.45362454652786255,-0.02060556411743164,0.4540923017242271,-0.700000558944947,-0.700000528345771,3.059917597081352e-08,-0.3003543019294739,-0.29999998211860657
A033,202,stairs_10_down,14,1000,0.96,0.30472718799863235,0.16472178777271418,0.3264331543564838,-0.9494572225809097,-1.0,-0.9247327061434883,0.13281510488688936,0.03825419774990863,176,0,0,-0.3309154510498047,0.09665775299072266,0.34474303032361836,-0.700000528345771,-0.7000004365482432,9.179752780141825e-08,-0.3008958101272583,-0.29999998211860657
A033,202,stairs_10_down,15,1000,0.961,0.2659806832881534,0.14407884851496489,0.24611710672277112,-0.9770381483435631,-1.0,-0.9739276657057045,0.1887304484035082,0.11995997267849487,209,0,0,-0.4535562163218856,-0.11823463439941406,0.46871384675064615,-0.6978611563616258,-0.6925137769729696,0.005347379388656259,-0.30070629715919495,-0.29999998211860657
A033,202,stairs_10_down,16,1000,1.0,0.3466639728942181,0.18481980272155396,0.3779474963797605,-0.9293593566417694,-1.0,-0.9035935369297047,0.11879338913946802,0.028093214928870295,,0,0,0.11022001504898071,0.35864973068237305,0.37520405253133426,-0.7000002019545611,-0.696791827359939,0.0032083745946220876,-0.30016523599624634,-0.29999998211860657
A033,202,stairs_10_down,17,1000,0.993,0.26183159734667316,0.16559174513434344,0.2593278344957973,-0.9681438059210777,-1.0,-0.9499434179334498,0.15787597318001514,0.043647526368366635,310,0,0,-0.4396938383579254,-0.371415376663208,0.5755693298915415,-0.7000011505290149,-0.7000003753498913,7.751791235577343e-07,-0.30033478140830994,-0.29999998211860657
