step,time_s,env_id,cmd_vx,cmd_vy,cmd_wz,actual_vx,actual_vy,actual_wz,error_xy,error_yaw,speed_xy,root_x,root_y,root_z,proj_grav_z,terrain_z,height_rel,upright,terminated,truncated,term_time_out,term_base_contact
1,0.020000,0,0.5,0.15000000596046448,0.5,0.04486674815416336,-0.0011197961866855621,0.37922731041908264,0.4795659199075342,0.12077268958091736,0.04488072006361793,7.964354515075684,-4.993114471435547,0.3988986611366272,-0.9999755620956421,3.263912098930481e-07,0.3988983347454173,1,0,0,0,0
1,0.020000,1,0.5,0.15000000596046448,0.5,0.030115434899926186,0.0013313000090420246,0.41561460494995117,0.49284266114912983,0.08438539505004883,0.03014484663961267,7.177572250366211,-2.8144009113311768,0.39892658591270447,-0.9999518990516663,3.365909352022059e-07,0.3989262493217693,1,0,0,0,0
1,0.020000,2,0.5,0.15000000596046448,0.5,0.048783134669065475,0.0008315360173583031,0.5023400187492371,0.4752345652246289,0.0023400187492370605,0.04879022115432909,7.42779016494751,-0.07334310561418533,0.39909976720809937,-0.9999524354934692,9.077755525150401e-07,0.39909885943254686,1,0,0,0,0
1,0.020000,3,0.5,0.15000000596046448,0.5,0.06757038831710815,-0.0010243281722068787,0.2337770313024521,0.4580433588214476,0.2662229686975479,0.06757815198367859,7.993917942047119,2.802999258041382,0.39896878600120544,-0.9999080300331116,5.81384342621992e-07,0.39896820461686283,1,0,0,0,0
1,0.020000,4,0.5,0.15000000596046448,0.5,0.052015531808137894,0.001827046275138855,0.45843902230262756,0.47185305946136946,0.041560977697372437,0.052047609429971935,7.817892074584961,5.098010540008545,0.3990461826324463,-0.9999923706054688,3.263912098930481e-07,0.3990458562412364,1,0,0,0,0
1,0.020000,5,0.5,0.15000000596046448,0.5,0.051636841148138046,-0.0024459315463900566,0.430310994386673,0.47357078254255064,0.06968900561332703,0.05169473807736788,5.0472002029418945,-4.7824578285217285,0.39916926622390747,-0.9999536275863647,3.8758956174799467e-07,0.39916887863434575,1,0,0,0,0
1,0.020000,6,0.5,0.15000000596046448,0.5,0.05320233851671219,-0.0019198926165699959,0.34466105699539185,0.47191927899863456,0.15533894300460815,0.053236968464648676,5.0157790184021,-2.2869837284088135,0.39860647916793823,-0.9998950958251953,2.5499313272894386e-07,0.3986062241748055,1,0,0,0,0
1,0.020000,7,0.5,0.15000000596046448,0.5,0.04247552901506424,-0.0020391540601849556,0.4153730571269989,0.48212503329512973,0.0846269428730011,0.0425244484313522,5.053948879241943,-0.2632784843444824,0.3985897898674011,-0.9999041557312012,6.22183243858623e-07,0.39858916768415725,1,0,0,0,0
1,0.020000,8,0.5,0.15000000596046448,0.5,0.042278241366147995,0.00138777494430542,0.48641738295555115,0.48124297764691226,0.013582617044448853,0.04230101195373829,4.82687520980835,2.6844253540039062,0.39909058809280396,-0.99996018409729,2.855923086564171e-07,0.3990903025004953,1,0,0,0,0
1,0.020000,9,0.5,0.15000000596046448,0.5,0.056682221591472626,-0.0009576380252838135,0.2592542767524719,0.4683149185439218,0.24074572324752808,0.05669031059301294,5.284677505493164,4.7296013832092285,0.39853864908218384,-0.9999681711196899,3.0599175927473265e-08,0.3985386184830079,1,0,0,0,0
1,0.020000,10,0.5,0.15000000596046448,0.5,0.03795626759529114,0.004022952169179916,0.27690738439559937,0.48455516805422455,0.22309261560440063,0.03816886681473341,2.2432327270507812,-4.81467342376709,0.3988727927207947,-0.9999740719795227,-1.7339533025568182e-07,0.39887296611612494,1,0,0,0,0
1,0.020000,11,0.5,0.15000000596046448,0.5,0.059701092541217804,-0.0034007488284260035,0.2609359323978424,0.46625628090053495,0.2390640676021576,0.059797872397010024,2.7742700576782227,-2.9107587337493896,0.398447185754776,-0.9999122619628906,7.241804969502006e-07,0.39844646157427904,1,0,0,0,0
1,0.020000,12,0.5,0.15000000596046448,0.5,0.039438795298337936,-0.00029084552079439163,0.3848244249820709,0.484462550993581,0.11517557501792908,0.03943986771911347,2.6982288360595703,-0.17758287489414215,0.39919623732566833,-0.99996018409729,3.4679066051136365e-07,0.3991958905350078,1,0,0,0,0
1,0.020000,13,0.5,0.15000000596046448,0.5,0.03679181635379791,-0.002596817910671234,0.4939759373664856,0.48769622927840245,0.006024062633514404,0.03688334602327688,2.794102668762207,2.0541787147521973,0.3990386128425598,-0.9999610185623169,7.649793981868315e-07,0.39903784786316165,1,0,0,0,0
1,0.020000,14,0.5,0.15000000596046448,0.5,0.03200554475188255,0.0011609233915805817,0.38000038266181946,0.49109253979563694,0.11999961733818054,0.032026592668997364,2.726821184158325,4.894466876983643,0.39903023838996887,-0.9999945759773254,2.5499313272894386e-07,0.39902998339683615,1,0,0,0,0
1,0.020000,15,0.5,0.15000000596046448,0.5,0.04720718413591385,0.004217296838760376,0.2979510724544525,0.47568259625194576,0.20204892754554749,0.04739518780074929,0.33420470356941223,-5.4428606033325195,0.399019718170166,-0.999988853931427,6.323829691677807e-07,0.39901908578719686,1,0,0,0,0
1,0.020000,16,0.5,0.15000000596046448,0.5,0.04208469018340111,0.0004276186227798462,0.4598398208618164,0.4817243299007495,0.040160179138183594,0.042086862623856934,-0.3933752477169037,-2.577822685241699,0.3989732563495636,-0.9999785423278809,3.977892870571524e-07,0.39897285856027653,1,0,0,0,0
1,0.020000,17,0.5,0.15000000596046448,0.5,0.03531210124492645,0.004924234002828598,0.39333394169807434,0.4868077884119249,0.10666605830192566,0.03565378766479867,-0.37525424361228943,-0.026309221982955933,0.3992706835269928,-0.9999850988388062,9.383747284425134e-07,0.3992697451522644,1,0,0,0,0
