step,time_s,env_id,cmd_vx,cmd_vy,cmd_wz,actual_vx,actual_vy,actual_wz,error_xy,error_yaw,speed_xy,root_x,root_y,root_z,proj_grav_z,terrain_z,height_rel,upright,terminated,truncated,term_time_out,term_base_contact
1,0.020000,0,0.5,0.0,0.0,0.049874864518642426,0.002289913594722748,-0.029736947268247604,0.45013096016201976,0.029736947268247604,0.04992740545055624,-0.43656396865844727,-12.209319114685059,0.4990646243095398,-0.9999870657920837,0.05762194057199407,0.44144268373754575,1,0,0,0,0
1,0.020000,1,0.5,0.0,0.0,0.04308127984404564,-0.0004839114844799042,0.18026885390281677,0.45691897640531426,0.18026885390281677,0.043083997531865405,0.20389197766780853,-11.519929885864258,0.49865663051605225,-0.99998539686203,0.06045148716890875,0.4382051433471435,1,0,0,0,0
1,0.020000,2,0.5,0.0,0.0,0.048380400985479355,0.0019306577742099762,-0.12989555299282074,0.4516237257424343,0.12989555299282074,0.04841890786621368,0.291731595993042,-12.498193740844727,0.49893444776535034,-0.9999904036521912,0.059016426616811495,0.43991802114853884,1,0,0,0,0
1,0.020000,3,0.5,0.0,0.0,0.06397423148155212,-0.005581770092248917,0.07164280861616135,0.4360614944815305,0.07164280861616135,0.0642172753316266,0.2883407175540924,-12.114068031311035,0.4988279640674591,-0.9999805688858032,0.05896123590316364,0.43986672816429545,1,0,0,0,0
1,0.020000,4,0.5,0.0,0.0,0.041223153471946716,-0.0005690529942512512,0.061726704239845276,0.4587771994460222,0.061726704239845276,0.04122708094786652,-0.32972562313079834,-11.816359519958496,0.49880674481391907,-0.9999960660934448,0.058628469864952376,0.44017827494896666,1,0,0,0,0
1,0.020000,5,0.5,0.0,0.0,0.036137476563453674,3.378093242645264e-05,0.0024590808898210526,0.4638625246665998,0.0024590808898210526,0.03613749235248012,0.033648643642663956,-12.100037574768066,0.4992210268974304,-0.9999942779541016,0.058809943377652905,0.44041108351977754,1,0,0,0,0
1,0.020000,6,0.5,0.0,0.0,0.06861326098442078,-0.003733343444764614,-0.1394825577735901,0.4314028934207234,0.1394825577735901,0.06871475413761448,-0.28766676783561707,-12.467060089111328,0.4986630380153656,-0.9999880194664001,0.058367683288247825,0.4402953547271178,1,0,0,0,0
1,0.020000,7,0.5,0.0,0.0,0.04909166693687439,0.0004012547433376312,-0.059330735355615616,0.45090851159756973,0.059330735355615616,0.04909330675367119,0.09707722812891006,-11.51870059967041,0.4986378848552704,-0.9999160170555115,0.059305976418887865,0.43933190843638253,1,0,0,0,0
1,0.020000,8,0.5,0.0,0.0,0.0676155835390091,-0.009795289486646652,-0.17361116409301758,0.4324953540726638,0.17361116409301758,0.06832140830989894,0.2479609102010727,-3.9811501502990723,0.49892839789390564,-0.9999986290931702,0.058813135891674674,0.44011526200223094,1,0,0,0,0
1,0.020000,9,0.5,0.0,0.0,0.03627702593803406,-0.004911268129944801,-0.07711885124444962,0.4637489808371755,0.07711885124444962,0.036607965875653445,-0.03915253281593323,-4.326167583465576,0.4992128610610962,-0.9999955296516418,0.057939345823889744,0.4412735152372064,1,0,0,0,0
1,0.020000,10,0.5,0.0,0.0,0.053447116166353226,0.0026619844138622284,0.02687939442694187,0.44656081805412134,0.02687939442694187,0.05351336643792186,-0.49366989731788635,-3.7057888507843018,0.49863702058792114,-0.9999947547912598,0.05751949453098889,0.4411175260569323,1,0,0,0,0
1,0.020000,11,0.5,0.0,0.0,0.059524714946746826,-0.001679401844739914,-0.05570152401924133,0.4404784865726143,0.05570152401924133,0.059548401154418756,0.2916392385959625,-3.6393396854400635,0.4987558424472809,-0.9999984502792358,0.059836413133590616,0.43891942931369027,1,0,0,0,0
1,0.020000,12,0.5,0.0,0.0,0.05913790315389633,-0.003059015143662691,-0.09266456961631775,0.4408727095309852,0.09266456961631775,0.05921696685147576,0.2778944969177246,-3.959829807281494,0.4985278248786926,-0.9999989867210388,0.05897117043561476,0.43955665444307784,1,0,0,0,0
1,0.020000,13,0.5,0.0,0.0,0.03105749562382698,-0.006036382168531418,-0.10764613002538681,0.4689813539153573,0.10764613002538681,0.03163867797662532,-0.19237446784973145,-4.444401741027832,0.4987644553184509,-0.9999712705612183,0.058709935070996616,0.4400545202474543,1,0,0,0,0
1,0.020000,14,0.5,0.0,0.0,0.03632350265979767,-0.003946073353290558,0.03478527441620827,0.46369328837129853,0.03478527441620827,0.036537218563895614,0.3154297173023224,-3.51993989944458,0.49881356954574585,-0.9999783635139465,0.06020477621313085,0.438608793332615,1,0,0,0,0
1,0.020000,15,0.5,0.0,0.0,0.07532598823308945,0.008568350225687027,-0.12230712175369263,0.4247604417737039,0.12230712175369263,0.07581174796086396,0.3502243757247925,-4.245143413543701,0.4990277588367462,-0.9999794363975525,0.060170280742135276,0.43885747809461095,1,0,0,0,0
1,0.020000,16,0.5,0.0,0.0,0.07701238244771957,0.00386984646320343,-0.14687618613243103,0.42300531948688663,0.14687618613243103,0.07710955039372616,0.285695344209671,4.056096076965332,0.49849000573158264,-0.9999906420707703,0.05799847363150693,0.4404915321000757,1,0,0,0,0
1,0.020000,17,0.5,0.0,0.0,0.08081163465976715,-0.005917444825172424,-0.0498415008187294,0.41923012986887703,0.0498415008187294,0.08102799793677887,-0.023053431883454323,3.7869365215301514,0.4990007281303406,-0.9999712109565735,0.057573583674303354,0.4414271444560372,1,0,0,0,0
1,0.020000,18,0.5,0.0,0.0,0.036571890115737915,-0.005161769688129425,-0.08264832198619843,0.463456855486261,0.08264832198619843,0.03693436087102226,-0.25371500849723816,3.7724509239196777,0.4986840784549713,-0.9999955296516418,0.05996274693126984,0.43872133152370146,1,0,0,0,0
1,0.020000,19,0.5,0.0,0.0,0.05064038187265396,-0.0008263536728918552,-0.15646816790103912,0.44936037794174394,0.15646816790103912,0.05064712367549535,0.06552091240882874,4.092675685882568,0.4991759657859802,-0.9999992847442627,0.05905409420237822,0.440121871583602,1,0,0,0,0
1,0.020000,20,0.5,0.0,0.0,0.0230821892619133,0.008331910707056522,0.07506448030471802,0.47699058579309495,0.07506448030471802,0.024539930667244126,-0.46188509464263916,3.863062620162964,0.4992157816886902,-0.999951183795929,0.05890835032743566,0.4403074313612545,1,0,0,0,0
1,0.020000,21,0.5,0.0,0.0,0.043428145349025726,-0.00022836774587631226,-0.06258475035429001,0.45657191176336914,0.06258475035429001,0.04342874578298873,-0.07098911702632904,4.258630752563477,0.49901413917541504,-0.9999907612800598,0.060165119681128844,0.4388490194942862,1,0,0,0,0
1,0.020000,22,0.5,0.0,0.0,0.029510468244552612,-0.005553021095693111,-0.014113523066043854,0.47052230078366036,0.014113523066043854,0.03002838289522033,-0.07164526730775833,3.833613872528076,0.4987666606903076,-0.9999967813491821,0.05727234498702269,0.4414943157032849,1,0,0,0,0
1,0.020000,23,0.5,0.0,0.0,0.035219598561525345,0.0014090931508690119,-0.04550619050860405,0.46478253743532305,0.04550619050860405,0.03524777533891783,0.3592347204685211,4.338242053985596,0.4986914396286011,-0.999960720539093,0.0607383340437782,0.43795310558482287,1,0,0,0,0
1,0.020000,24,0.5,0.0,0.0,0.03479601815342903,-0.00606875866651535,0.007474986836314201,0.4652435647675926,0.007474986836314201,0.035321278446372346,0.2426757961511612,11.56783676147461,0.4987926781177521,-0.9999982118606567,0.06004291677219983,0.43874976134555227,1,0,0,0,0
1,0.020000,25,0.5,0.0,0.0,0.048525843769311905,-0.00601542741060257,0.1208375096321106,0.4515142291347461,0.1208375096321106,0.04889726864003649,0.46405625343322754,12.008363723754883,0.49893075227737427,-1.0,0.06323900069782441,0.43569175157954987,1,0,0,0,0
1,0.020000,26,0.5,0.0,0.0,0.051267776638269424,0.0022418759763240814,0.02235383912920952,0.44873782355742564,0.02235383912920952,0.05131677044909104,0.10365030169487,11.812359809875488,0.49858996272087097,-0.9999902844429016,0.06259079795470213,0.43599916476616885,1,0,0,0,0
1,0.020000,27,0.5,0.0,0.0,0.04674382507801056,-0.0013472829014062881,0.10827446728944778,0.4532581772854512,0.10827446728944778,0.046763237207662074,-0.38958674669265747,11.506080627441406,0.49846985936164856,-0.9999988675117493,0.05716854238255139,0.4413013169790972,1,0,0,0,0
1,0.020000,28,0.5,0.0,0.0,0.033299770206213,-0.002276703715324402,0.053956128656864166,0.46670578298257775,0.053956128656864166,0.03337750852885761,-0.31462007761001587,12.266256332397461,0.49865129590034485,-0.9999913573265076,0.06311868473807758,0.43553261116226727,1,0,0,0,0
1,0.020000,29,0.5,0.0,0.0,0.02940993942320347,-0.00572286918759346,0.08090084046125412,0.4706248573390608,0.08090084046125412,0.029961571531126403,-0.4790410101413727,12.095376014709473,0.4988844096660614,-0.999998152256012,0.059951680229309405,0.438932729436752,1,0,0,0,0
