published_at_utc	experiment_id	release_id	status	engine_file	engine_sha256	spec_file	spec_sha256	note
2026-09-03T10:58:34+00:00	G-A015	20260903_engine-v1.3	READY	go2_tuning_engine_v1_3.zip	dfbe47aecb5584ad07583caea726d23a372764b22e12962e0cbd76b268877b1a	G_A015_pilot_feet_air_time_035.json	f2ac4d7fb68da95ec982c708f95664a31ec46af8d38d7a9721dbc29c8c8ca693	Pilot-01 baseline, feet_air_time 0.20 to 0.35, engine 1.2.0 weighted-total gate
2026-09-03T10:59:10+00:00	G-A015	20260903_engine-v1.3-r2	READY	go2_tuning_engine_v1_3.zip	dfbe47aecb5584ad07583caea726d23a372764b22e12962e0cbd76b268877b1a	G_A015_pilot_feet_air_time_035.json	f2ac4d7fb68da95ec982c708f95664a31ec46af8d38d7a9721dbc29c8c8ca693	Pilot-01 baseline, feet_air_time 0.20 to 0.35, engine 1.2.0 weighted-total gate; r2 corrects a spec byte-size typo in the verification record
