arm,case,seed,env_id,observed,valid_seconds,stall_seconds,stall_share,first_step_time_s,censored,reason
CreatorTemp,stairs_10_down,303,12,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,13,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,14,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,15,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,16,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,17,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,18,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,19,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,20,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,21,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,22,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,23,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,24,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,25,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,26,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,27,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,28,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,29,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,30,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_10_down,303,31,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,0,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,1,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,2,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,3,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,4,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,5,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,6,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,7,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,8,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,9,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,10,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,11,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,12,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,13,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,14,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,15,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,16,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,17,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,18,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,19,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,20,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,21,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,22,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,23,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,24,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,25,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,26,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,27,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,28,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,29,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,30,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,101,31,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,0,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,1,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,2,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,3,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,4,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,5,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,6,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,7,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,8,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,9,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,10,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,11,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,12,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,13,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,14,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,15,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,16,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,17,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,18,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,19,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,20,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,21,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,22,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,23,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,24,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,25,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,26,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,27,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,28,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,29,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,30,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,202,31,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,0,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,1,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,2,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,3,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,4,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,5,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,6,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,7,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,8,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,9,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,10,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,11,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,12,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,13,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,14,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,15,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,16,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,17,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,18,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,19,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,20,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,21,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,22,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,23,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,24,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,25,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,26,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,27,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,28,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,29,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,30,False,,,,,,environment absent from steps.csv
CreatorTemp,stairs_15_down,303,31,False,,,,,,environment absent from steps.csv
