step,time_s,env_id,cmd_vx,cmd_vy,cmd_wz,actual_vx,actual_vy,actual_wz,error_xy,error_yaw,speed_xy,root_x,root_y,root_z,terminated,truncated,term_time_out,term_base_contact
1,0.020000,0,0.5,0.0,0.0,0.00039377447683364153,-0.0010241921991109848,-0.00811291765421629,0.4996072753184902,0.00811291765421629,0.0010972820965118328,-0.4361092150211334,-12.209763526916504,-0.6511775255203247,0,0,0,0
1,0.020000,1,0.5,0.0,0.0,0.002530088182538748,-0.0030617541633546352,0.13499343395233154,0.4974793337438546,0.13499343395233154,0.003971861625011837,0.20434032380580902,-11.520285606384277,-0.6512987017631531,0,0,0,0
1,0.020000,2,0.5,0.0,0.0,0.000985585618764162,0.0015797802479937673,-0.058951616287231445,0.49901691500978174,0.058951616287231445,0.0018620109140029188,0.29238614439964294,-12.497962951660156,-0.6510694622993469,0,0,0,0
1,0.020000,3,0.5,0.0,0.0,0.0043909186497330666,-5.843448161613196e-05,0.14070120453834534,0.49560908479510757,0.14070120453834534,0.004391307456466172,0.28749728202819824,-12.114030838012695,-0.6509590148925781,0,0,0,0
1,0.020000,4,0.5,0.0,0.0,-0.007546727079898119,-0.0020967447198927402,0.11200025677680969,0.5075510580305561,0.11200025677680969,0.007832587569817888,-0.32983696460723877,-11.815715789794922,-0.6510542631149292,0,0,0,0
1,0.020000,5,0.5,0.0,0.0,-0.005993550177663565,-0.0012255208566784859,0.03335237503051758,0.5059950342866676,0.03335237503051758,0.006117560388122451,0.03405636548995972,-12.099647521972656,-0.6509456634521484,0,0,0,0
1,0.020000,6,0.5,0.0,0.0,-0.00730025814846158,-0.004255005158483982,-0.03251548111438751,0.5073181023641818,0.03251548111438751,0.008449783306860893,-0.28840523958206177,-12.467805862426758,-0.6512489318847656,0,0,0,0
1,0.020000,7,0.5,0.0,0.0,-0.013309607282280922,0.001105004921555519,-0.007952135987579823,0.5133107966565346,0.007952135987579823,0.013355398978885179,0.0974249616265297,-11.517898559570312,-0.6511699557304382,0,0,0,0
1,0.020000,8,0.5,0.0,0.0,0.0013506700051948428,-0.004522652365267277,-0.0940011739730835,0.49866983936136056,0.0940011739730835,0.0047200311312522855,0.2488524615764618,-3.9813239574432373,-0.6510602235794067,0,0,0,0
1,0.020000,9,0.5,0.0,0.0,-0.006885212380439043,-0.0018201181665062904,-0.10112974047660828,0.5068884802006284,0.10112974047660828,0.007121725890807459,-0.03929392993450165,-4.326713562011719,-0.6512079238891602,0,0,0,0
1,0.020000,10,0.5,0.0,0.0,0.0003682050737552345,-0.00048426774446852505,0.09066123515367508,0.49963202961426467,0.09066123515367508,0.0006083504127324403,-0.494300901889801,-3.7060840129852295,-0.6514450311660767,0,0,0,0
1,0.020000,11,0.5,0.0,0.0,0.00787439476698637,-0.0010714372619986534,0.005659615155309439,0.49212677157798107,0.005659615155309439,0.00794695355169146,0.2914673388004303,-3.640021324157715,-0.6512821912765503,0,0,0,0
1,0.020000,12,0.5,0.0,0.0,0.011083672754466534,-0.0022950083948671818,-0.051527153700590134,0.4889217136830743,0.051527153700590134,0.011318783735923864,0.2773388624191284,-3.9594671726226807,-0.6513946056365967,0,0,0,0
1,0.020000,13,0.5,0.0,0.0,0.006471126340329647,-0.00023643393069505692,-0.03595724329352379,0.4935289302936419,0.03595724329352379,0.0064754441636147315,-0.19206812977790833,-4.444243431091309,-0.6513659358024597,0,0,0,0
1,0.020000,14,0.5,0.0,0.0,0.012895435094833374,-0.0033733434975147247,0.049220480024814606,0.48711624546693566,0.049220480024814606,0.013329354546912055,0.31563600897789,-3.5201914310455322,-0.6512653827667236,0,0,0,0
1,0.020000,15,0.5,0.0,0.0,0.0016897493042051792,0.0005473181372508407,-0.09723677486181259,0.49831055126863333,0.09723677486181259,0.0017761784410429086,0.3512077033519745,-4.245330810546875,-0.650973916053772,0,0,0,0
1,0.020000,16,0.5,0.0,0.0,0.008625859394669533,-0.0020176488906145096,-0.015626003965735435,0.4913782829579192,0.015626003965735435,0.008858688240501898,0.28642359375953674,4.055379390716553,-0.6514213681221008,0,0,0,0
1,0.020000,17,0.5,0.0,0.0,0.012197457253932953,-0.0025725066661834717,0.06329933553934097,0.4878093259666897,0.06329933553934097,0.012465783329140612,-0.023012153804302216,3.787869691848755,-0.6509851813316345,0,0,0,0
1,0.020000,18,0.5,0.0,0.0,-0.0008163928287103772,-0.0008501193951815367,0.019496208056807518,0.5008171143530812,0.019496208056807518,0.0011786433883213161,-0.25386112928390503,3.7729363441467285,-0.6511785984039307,0,0,0,0
1,0.020000,19,0.5,0.0,0.0,-0.00010088380076922476,0.0018708892166614532,-0.13798478245735168,0.5001043833088963,0.13798478245735168,0.0018736072166486099,0.06493256986141205,4.092282772064209,-0.6509236097335815,0,0,0,0
1,0.020000,20,0.5,0.0,0.0,-0.013470382429659367,0.0023538614623248577,0.002393796807155013,0.5134757777113196,0.002393796807155013,0.013674496940841878,-0.4623831510543823,3.8629531860351562,-0.6507447361946106,0,0,0,0
