run,arm,case,seed,speed_xy_mean,height_rel_median,projected_progress_m,survival_proxy,tracking_xy_rmse,terminated_env_count,fallen_env_count
go2_g_a041_a033_ang_vel_xy_m004,candidate,rough_forward,202,0.369,0.349,8.191,0.906,0.268,2,1
go2_g_a041_a033_ang_vel_xy_m004,candidate,rough_forward,303,0.363,0.353,8.022,0.906,0.275,1,3
go2_g_a041_a033_ang_vel_xy_m004,candidate,rough_lateral,101,0.163,0.329,1.903,0.438,0.216,17,5
go2_g_a041_a033_ang_vel_xy_m004,candidate,rough_lateral,202,0.151,0.322,1.177,0.438,0.234,17,12
go2_g_a041_a033_ang_vel_xy_m004,candidate,rough_lateral,303,0.141,0.325,1.234,0.500,0.237,13,8
go2_g_a041_a033_ang_vel_xy_m004,candidate,stairs_10_down,101,0.128,0.161,1.704,0.062,0.456,2,30
go2_g_a041_a033_ang_vel_xy_m004,candidate,stairs_10_down,202,0.113,0.133,1.558,0.000,0.458,1,32
go2_g_a041_a033_ang_vel_xy_m004,candidate,stairs_10_down,303,0.123,0.142,1.516,0.031,0.459,4,31
go2_g_a041_a033_ang_vel_xy_m004,g_a033_sentinel,forward_nominal,101,0.736,0.359,14.615,1.000,0.114,0,0
go2_g_a041_a033_ang_vel_xy_m004,g_a033_sentinel,rough_forward,101,0.359,0.347,7.626,0.969,0.258,0,1
go2_g_a041_a033_ang_vel_xy_m004,g_a033_sentinel,rough_lateral,101,0.200,0.366,1.785,0.375,0.229,19,14
go2_g_a041_a033_ang_vel_xy_m004,g_a033_sentinel,slope_plus_20,202,0.415,0.350,8.899,1.000,0.195,0,0
go2_g_a042_a033_track_lin_vel_xy_160,candidate,forward_nominal,101,0.723,0.362,14.427,1.000,0.110,0,0
go2_g_a042_a033_track_lin_vel_xy_160,candidate,rough_forward,101,0.217,0.324,4.023,0.812,0.378,2,4
go2_g_a042_a033_track_lin_vel_xy_160,candidate,rough_forward,202,0.250,0.322,3.880,0.719,0.354,4,8
go2_g_a042_a033_track_lin_vel_xy_160,candidate,rough_forward,303,0.257,0.333,4.947,0.844,0.337,1,5
go2_g_a042_a033_track_lin_vel_xy_160,candidate,rough_lateral,101,0.153,0.364,1.722,0.469,0.237,15,14
go2_g_a042_a033_track_lin_vel_xy_160,candidate,rough_lateral,202,0.144,0.354,0.885,0.406,0.247,17,17
go2_g_a042_a033_track_lin_vel_xy_160,candidate,rough_lateral,303,0.150,0.360,1.576,0.469,0.241,14,13
go2_g_a042_a033_track_lin_vel_xy_160,candidate,stairs_10_down,101,0.095,0.173,1.360,0.188,0.462,1,26
go2_g_a042_a033_track_lin_vel_xy_160,candidate,stairs_10_down,202,0.098,0.139,1.370,0.062,0.459,4,30
go2_g_a042_a033_track_lin_vel_xy_160,candidate,stairs_10_down,303,0.098,0.138,1.356,0.094,0.459,3,29
go2_g_a042_a033_track_lin_vel_xy_160,candidate,stairs_15_down,101,0.087,0.117,1.222,0.000,0.462,4,32
go2_g_a042_a033_track_lin_vel_xy_160,candidate,stairs_15_down,202,0.086,0.124,1.267,0.031,0.464,2,31
go2_g_a042_a033_track_lin_vel_xy_160,candidate,stairs_15_down,303,0.080,0.120,1.193,0.031,0.467,1,31
go2_g_a042_a033_track_lin_vel_xy_160,g_a033_sentinel,forward_nominal,101,0.736,0.359,14.615,1.000,0.114,0,0
go2_g_a042_a033_track_lin_vel_xy_160,g_a033_sentinel,rough_forward,101,0.359,0.347,7.626,0.969,0.258,0,1
go2_g_a042_a033_track_lin_vel_xy_160,g_a033_sentinel,rough_lateral,101,0.200,0.366,1.785,0.375,0.229,19,14
go2_g_a042_a033_track_lin_vel_xy_160,g_a033_sentinel,slope_plus_20,202,0.415,0.350,8.899,1.000,0.195,0,0
go2_g_a043_a033_lin_vel_z_m15,candidate,forward_nominal,101,0.731,0.372,14.542,1.000,0.108,0,0
go2_g_a043_a033_lin_vel_z_m15,candidate,forward_nominal,202,0.730,0.369,14.447,1.000,0.108,0,0
go2_g_a043_a033_lin_vel_z_m15,candidate,forward_nominal,303,0.732,0.374,14.639,1.000,0.108,0,0
go2_g_a043_a033_lin_vel_z_m15,candidate,rough_forward,101,0.419,0.356,8.598,0.969,0.198,0,1
go2_g_a043_a033_lin_vel_z_m15,candidate,rough_forward,202,0.427,0.352,8.505,0.906,0.177,1,2
go2_g_a043_a033_lin_vel_z_m15,candidate,rough_forward,303,0.411,0.359,8.271,0.938,0.203,1,1
go2_g_a043_a033_lin_vel_z_m15,candidate,rough_lateral,101,0.164,0.346,2.214,0.750,0.227,8,6
go2_g_a043_a033_lin_vel_z_m15,candidate,rough_lateral,202,0.166,0.341,1.850,0.656,0.232,10,5
go2_g_a043_a033_lin_vel_z_m15,candidate,rough_lateral,303,0.158,0.345,2.285,0.844,0.230,5,3
go2_g_a043_a033_lin_vel_z_m15,candidate,slope_plus_20,101,0.457,0.362,9.108,1.000,0.122,0,0
go2_g_a043_a033_lin_vel_z_m15,candidate,slope_plus_20,202,0.470,0.359,9.467,1.000,0.113,0,0
go2_g_a043_a033_lin_vel_z_m15,candidate,slope_plus_20,303,0.466,0.366,9.228,1.000,0.118,0,0
go2_g_a043_a033_lin_vel_z_m15,candidate,slope_minus_20,101,0.421,0.369,8.383,1.000,0.137,0,0
go2_g_a043_a033_lin_vel_z_m15,candidate,slope_minus_20,202,0.427,0.366,8.479,1.000,0.134,0,0
go2_g_a043_a033_lin_vel_z_m15,candidate,slope_minus_20,303,0.422,0.372,8.301,1.000,0.135,0,0
go2_g_a043_a033_lin_vel_z_m15,candidate,stairs_10_up,101,0.416,0.363,8.226,1.000,0.153,0,0
go2_g_a043_a033_lin_vel_z_m15,candidate,stairs_10_up,202,0.415,0.355,8.256,1.000,0.163,0,0
go2_g_a043_a033_lin_vel_z_m15,candidate,stairs_10_up,303,0.404,0.362,7.906,0.969,0.177,1,1
go2_g_a043_a033_lin_vel_z_m15,candidate,stairs_10_down,101,0.352,0.306,4.978,0.875,0.334,0,4
go2_g_a043_a033_lin_vel_z_m15,candidate,stairs_10_down,202,0.403,0.331,8.593,0.812,0.264,0,6
go2_g_a043_a033_lin_vel_z_m15,candidate,stairs_10_down,303,0.343,0.311,4.792,0.781,0.341,0,7
go2_g_a043_a033_lin_vel_z_m15,candidate,stairs_15_up,101,0.392,0.353,7.801,0.938,0.193,1,1
go2_g_a043_a033_lin_vel_z_m15,candidate,stairs_15_up,202,0.385,0.344,7.492,0.844,0.202,2,4
go2_g_a043_a033_lin_vel_z_m15,candidate,stairs_15_up,303,0.385,0.350,7.555,0.875,0.200,1,3
go2_g_a043_a033_lin_vel_z_m15,candidate,stairs_15_down,101,0.273,0.261,3.286,0.469,0.416,7,11
go2_g_a043_a033_lin_vel_z_m15,candidate,stairs_15_down,202,0.256,0.255,3.137,0.500,0.422,6,16
go2_g_a043_a033_lin_vel_z_m15,candidate,stairs_15_down,303,0.270,0.261,3.287,0.500,0.424,6,12
go2_g_a043_a033_lin_vel_z_m15,g_a033_sentinel,forward_nominal,101,0.736,0.359,14.615,1.000,0.114,0,0
go2_g_a043_a033_lin_vel_z_m15,g_a033_sentinel,rough_forward,101,0.359,0.347,7.626,0.969,0.258,0,1
go2_g_a043_a033_lin_vel_z_m15,g_a033_sentinel,rough_lateral,101,0.200,0.366,1.785,0.375,0.229,19,14
go2_g_a043_a033_lin_vel_z_m15,g_a033_sentinel,slope_plus_20,202,0.415,0.350,8.899,1.000,0.195,0,0
go2_g_a044_a033_lin_vel_z_m175,candidate,forward_nominal,101,0.712,0.376,14.168,1.000,0.115,0,0
go2_g_a044_a033_lin_vel_z_m175,candidate,forward_nominal,202,0.714,0.375,14.330,1.000,0.114,0,0
go2_g_a044_a033_lin_vel_z_m175,candidate,forward_nominal,303,0.710,0.377,14.163,1.000,0.116,0,0
go2_g_a044_a033_lin_vel_z_m175,candidate,rough_forward,101,0.364,0.344,7.628,0.906,0.247,0,3
go2_g_a044_a033_lin_vel_z_m175,candidate,rough_forward,202,0.406,0.349,8.108,1.000,0.181,0,0
go2_g_a044_a033_lin_vel_z_m175,candidate,rough_forward,303,0.368,0.350,7.610,1.000,0.229,0,0
go2_g_a044_a033_lin_vel_z_m175,candidate,rough_lateral,101,0.185,0.351,1.236,0.219,0.228,25,8
go2_g_a044_a033_lin_vel_z_m175,candidate,rough_lateral,202,0.194,0.349,0.652,0.156,0.237,27,16
go2_g_a044_a033_lin_vel_z_m175,candidate,rough_lateral,303,0.194,0.354,0.760,0.125,0.234,28,10
go2_g_a044_a033_lin_vel_z_m175,candidate,slope_plus_20,101,0.454,0.371,9.033,1.000,0.134,0,0
go2_g_a044_a033_lin_vel_z_m175,candidate,slope_plus_20,202,0.452,0.369,9.054,1.000,0.137,0,0
go2_g_a044_a033_lin_vel_z_m175,candidate,slope_plus_20,303,0.450,0.372,9.000,1.000,0.136,0,0
go2_g_a044_a033_lin_vel_z_m175,candidate,slope_minus_20,101,0.398,0.376,7.924,1.000,0.151,0,0
go2_g_a044_a033_lin_vel_z_m175,candidate,slope_minus_20,202,0.404,0.374,7.965,1.000,0.147,0,0
go2_g_a044_a033_lin_vel_z_m175,candidate,slope_minus_20,303,0.391,0.378,7.653,1.000,0.154,0,0
go2_g_a044_a033_lin_vel_z_m175,candidate,stairs_10_up,101,0.367,0.369,7.432,0.781,0.211,1,6
go2_g_a044_a033_lin_vel_z_m175,candidate,stairs_10_up,202,0.361,0.367,6.980,0.656,0.221,1,10
go2_g_a044_a033_lin_vel_z_m175,candidate,stairs_10_up,303,0.355,0.371,7.164,0.750,0.218,1,8
go2_g_a044_a033_lin_vel_z_m175,candidate,stairs_10_down,101,0.226,0.252,2.439,0.281,0.447,0,23
go2_g_a044_a033_lin_vel_z_m175,candidate,stairs_10_down,202,0.216,0.246,2.774,0.219,0.440,0,25
go2_g_a044_a033_lin_vel_z_m175,candidate,stairs_10_down,303,0.233,0.258,2.854,0.469,0.425,0,17
go2_g_a044_a033_lin_vel_z_m175,candidate,stairs_15_up,101,0.356,0.353,7.074,0.594,0.230,5,11
go2_g_a044_a033_lin_vel_z_m175,candidate,stairs_15_up,202,0.365,0.352,6.773,0.688,0.219,4,8
go2_g_a044_a033_lin_vel_z_m175,candidate,stairs_15_up,303,0.354,0.355,7.003,0.688,0.223,6,6
go2_g_a044_a033_lin_vel_z_m175,candidate,stairs_15_down,101,0.242,0.202,1.670,0.031,0.438,17,31
go2_g_a044_a033_lin_vel_z_m175,candidate,stairs_15_down,202,0.235,0.193,1.540,0.000,0.446,19,32
go2_g_a044_a033_lin_vel_z_m175,candidate,stairs_15_down,303,0.249,0.184,1.571,0.000,0.451,18,32
go2_g_a044_a033_lin_vel_z_m175,g_a033_sentinel,forward_nominal,101,0.736,0.359,14.615,1.000,0.114,0,0
go2_g_a044_a033_lin_vel_z_m175,g_a033_sentinel,rough_forward,101,0.359,0.347,7.626,0.969,0.258,0,1
go2_g_a044_a033_lin_vel_z_m175,g_a033_sentinel,rough_lateral,101,0.200,0.366,1.785,0.375,0.229,19,14
go2_g_a044_a033_lin_vel_z_m175,g_a033_sentinel,slope_plus_20,202,0.415,0.350,8.899,1.000,0.195,0,0
go2_pilot_v2_baseline,pilot_v2,forward_nominal,101,0.742,0.336,14.839,1.000,0.129,0,0
go2_pilot_v2_baseline,pilot_v2,forward_nominal,202,0.745,0.334,14.848,1.000,0.129,0,0
go2_pilot_v2_baseline,pilot_v2,forward_nominal,303,0.743,0.337,14.837,1.000,0.129,0,0
go2_pilot_v2_baseline,pilot_v2,rough_forward,101,0.241,0.314,4.031,0.812,0.359,1,6
go2_pilot_v2_baseline,pilot_v2,rough_forward,202,0.245,0.310,4.275,0.875,0.363,0,4
go2_pilot_v2_baseline,pilot_v2,rough_forward,303,0.298,0.316,6.030,0.875,0.304,2,3
go2_pilot_v2_baseline,pilot_v2,rough_lateral,101,0.115,0.292,1.464,0.188,0.251,6,23
go2_pilot_v2_baseline,pilot_v2,rough_lateral,202,0.143,0.297,1.617,0.344,0.238,11,16
go2_pilot_v2_baseline,pilot_v2,rough_lateral,303,0.133,0.304,0.955,0.094,0.247,14,23
go2_pilot_v2_baseline,pilot_v2,slope_plus_20,101,0.214,0.314,2.206,1.000,0.385,0,0
go2_pilot_v2_baseline,pilot_v2,slope_plus_20,202,0.222,0.313,2.354,1.000,0.378,0,0
go2_pilot_v2_baseline,pilot_v2,slope_plus_20,303,0.195,0.318,1.861,1.000,0.399,0,0
go2_pilot_v2_baseline,pilot_v2,slope_minus_20,101,0.415,0.340,8.462,0.969,0.163,1,0
go2_pilot_v2_baseline,pilot_v2,slope_minus_20,202,0.426,0.338,8.686,1.000,0.152,0,0
go2_pilot_v2_baseline,pilot_v2,slope_minus_20,303,0.427,0.342,8.544,1.000,0.141,0,0
go2_pilot_v2_baseline,pilot_v2,stairs_10_up,101,0.383,0.335,7.971,0.750,0.205,0,8
go2_pilot_v2_baseline,pilot_v2,stairs_10_up,202,0.382,0.333,7.662,0.750,0.209,0,8
go2_pilot_v2_baseline,pilot_v2,stairs_10_up,303,0.389,0.338,7.857,0.875,0.194,0,4
go2_pilot_v2_baseline,pilot_v2,stairs_10_down,101,0.138,0.237,1.765,0.125,0.448,2,28
go2_pilot_v2_baseline,pilot_v2,stairs_10_down,202,0.131,0.247,1.783,0.125,0.451,2,28
go2_pilot_v2_baseline,pilot_v2,stairs_10_down,303,0.130,0.229,1.781,0.094,0.450,1,29
go2_pilot_v2_baseline,pilot_v2,stairs_15_up,101,0.320,0.332,5.696,0.719,0.256,2,7
go2_pilot_v2_baseline,pilot_v2,stairs_15_up,202,0.324,0.331,5.779,0.781,0.257,2,6
go2_pilot_v2_baseline,pilot_v2,stairs_15_up,303,0.321,0.336,5.723,0.812,0.259,4,4
go2_pilot_v2_baseline,pilot_v2,stairs_15_down,101,0.103,0.121,1.402,0.031,0.458,1,31
go2_pilot_v2_baseline,pilot_v2,stairs_15_down,202,0.103,0.110,1.347,0.000,0.456,4,32
go2_pilot_v2_baseline,pilot_v2,stairs_15_down,303,0.106,0.122,1.339,0.000,0.456,3,32
go2_track_lin_vel_120_v1,baseline_tier1,rough_forward,101,0.032,,1.385,0.750,0.498,8,
go2_track_lin_vel_120_v1,baseline_tier1,slope_plus_20,101,0.029,,1.342,1.000,0.490,0,
go2_track_lin_vel_120_v1,baseline_tier1,stairs_15_up,101,0.028,,0.336,1.000,0.490,0,
go2_track_lin_vel_120_v1,candidate,rough_forward,101,0.031,,0.255,0.844,0.491,5,
go2_track_lin_vel_120_v1,candidate,slope_plus_20,101,0.026,,0.323,1.000,0.491,0,
go2_track_lin_vel_120_v1,candidate,stairs_15_up,101,0.025,,0.319,1.000,0.491,0,
