step,time_s,env_id,cmd_vx,cmd_vy,cmd_wz,actual_vx,actual_vy,actual_wz,error_xy,error_yaw,speed_xy,root_x,root_y,root_z,terminated,truncated,term_time_out,term_base_contact
1,0.020000,0,0.5,0.0,0.0,-0.0016901642084121704,-0.0012512279208749533,0.0032904292456805706,0.5016917245029796,0.0032904292456805706,0.002102909023561076,-0.43608179688453674,-12.209776878356934,1.123874306678772,0,0,0,0
1,0.020000,1,0.5,0.0,0.0,-0.00023734662681818008,-0.0024487145710736513,0.14250974357128143,0.5002433399489593,0.14250974357128143,0.0024601903324438915,0.20435962080955505,-11.52031135559082,1.123749852180481,0,0,0,0
1,0.020000,2,0.5,0.0,0.0,0.0005359754431992769,0.0014593409141525626,-0.05802878364920616,0.4994661565135121,0.05802878364920616,0.001554652880688258,0.2923905849456787,-12.497957229614258,1.1239440441131592,0,0,0,0
1,0.020000,3,0.5,0.0,0.0,0.004391027614474297,-5.8466848713578656e-05,0.1407005786895752,0.4956089758341844,0.1407005786895752,0.004391416842372668,0.28749728202819824,-12.114030838012695,1.1240410804748535,0,0,0,0
1,0.020000,4,0.5,0.0,0.0,-0.007546741981059313,-0.00209675170481205,0.11199979484081268,0.5075510729604457,0.11199979484081268,0.00783260379697041,-0.32983696460723877,-11.815715789794922,1.1239458322525024,0,0,0,0
1,0.020000,5,0.5,0.0,0.0,-0.00599359767511487,-0.0012255338951945305,0.033352747559547424,0.5059950818155591,0.033352747559547424,0.006117609534729481,0.03405635803937912,-12.099647521972656,1.1240540742874146,0,0,0,0
1,0.020000,6,0.5,0.0,0.0,-0.0060689798556268215,-0.004093760158866644,-0.03605236858129501,0.5060855374779575,0.03605236858129501,0.0073206139582912035,-0.28839796781539917,-12.467784881591797,1.1237311363220215,0,0,0,0
1,0.020000,7,0.5,0.0,0.0,-0.01099799107760191,0.0015245135873556137,-0.011516603641211987,0.5110002651927129,0.011516603641211987,0.011103150427740908,0.09742362052202225,-11.51793384552002,1.1238348484039307,0,0,0,0
1,0.020000,8,0.5,0.0,0.0,0.0013507162220776081,-0.004522650968283415,-0.09400039166212082,0.49866979313370874,0.09400039166212082,0.0047200430181830455,0.2488524615764618,-3.9813239574432373,1.1239397525787354,0,0,0,0
1,0.020000,9,0.5,0.0,0.0,-0.006885093171149492,-0.001820114441215992,-0.10112999379634857,0.5068883609787307,0.10112999379634857,0.007121609688443504,-0.03929392620921135,-4.326714515686035,1.1237926483154297,0,0,0,0
1,0.020000,10,0.5,0.0,0.0,0.00340844364836812,-0.0010976712219417095,0.08547410368919373,0.4965927695021822,0.08547410368919373,0.00358083373190937,-0.4942549169063568,-3.706087112426758,1.12356698513031,0,0,0,0
